nodeLabel,x,y,U1,U2
1,-0.015693,0.474654,14.641395,-9.393283
2,-0.110278,0.444045,9.889235,-8.101836
3,-0.152452,0.417318,7.849393,-7.230115
4,-0.223966,0.347864,4.784854,-5.439659
5,-0.278171,0.264085,2.624980,-3.832902
6,-0.299056,0.218698,1.941658,-3.013918
7,-0.329002,0.123450,0.997352,-1.653958
8,-0.343695,0.024678,0.612859,-0.415149
9,-0.343264,-0.075180,0.716411,0.781603
10,-0.327233,-0.173730,1.327276,2.029565
11,-0.313047,-0.221634,1.866984,2.744554
12,-0.271367,-0.312298,3.512942,4.343051
13,-0.210510,-0.391257,6.176863,6.061058
14,-0.172586,-0.423735,7.871023,6.939893
15,-0.083344,-0.467543,12.221746,8.437087
16,-0.034183,-0.476066,15.064016,9.043620
17,0.015693,-0.474654,17.831484,9.046431
18,0.110278,-0.444045,23.056114,8.726118
19,0.152452,-0.417318,25.462456,8.263941
20,0.223966,-0.347864,29.789518,6.825251
21,0.278171,-0.264085,33.424255,5.140232
22,0.299056,-0.218698,34.793884,4.109980
23,0.329002,-0.123450,36.853416,2.184395
24,0.343695,-0.024678,37.788864,0.107659
25,0.343264,0.075180,37.547165,-1.985974
26,0.327233,0.173730,36.107655,-3.996866
27,0.313047,0.221634,34.993221,-4.954971
28,0.271367,0.312298,31.930025,-6.893369
29,0.210510,0.391257,27.878565,-8.457375
30,0.172586,0.423735,25.415108,-9.111964
31,0.083344,0.467543,20.019295,-9.834932
32,0.034183,0.476066,17.211508,-9.657214
33,0.900000,-1.000000,23.497255,-1.952404
34,0.800000,-1.000000,22.500414,-0.176362
35,0.700000,-1.000000,21.472992,1.548026
36,0.600000,-1.000000,20.408274,3.241335
37,0.500000,-1.000000,19.336914,4.922258
38,0.400000,-1.000000,18.331776,6.569418
39,0.300000,-1.000000,17.459486,8.103130
40,0.200000,-1.000000,16.763908,9.381177
41,0.100000,-1.000000,16.238853,10.209723
42,0.000000,-1.000000,15.784489,10.421228
43,-0.100000,-1.000000,15.233501,9.993890
44,-0.200000,-1.000000,14.435639,9.035497
45,-0.300000,-1.000000,13.304159,7.742937
46,-0.400000,-1.000000,11.849887,6.349735
47,-0.500000,-1.000000,10.145609,5.025019
48,-0.600000,-1.000000,8.281484,3.862492
49,-0.700000,-1.000000,6.336682,2.888703
50,-0.800000,-1.000000,4.360218,2.065419
51,-0.900000,-1.000000,2.350267,1.269683
52,1.000000,-1.000000,24.492985,-3.766775
53,-1.000000,-1.000000,0.000000,0.000000
54,1.000000,0.900000,26.346239,2.877254
55,1.000000,0.800000,28.210857,3.182419
56,1.000000,0.700000,30.155447,3.443341
57,1.000000,0.600000,32.175522,3.597203
58,1.000000,0.500000,34.235596,3.570306
59,1.000000,0.400000,36.248737,3.281041
60,1.000000,0.300000,38.064388,2.686339
61,1.000000,0.200000,39.511959,1.791437
62,1.000000,0.100000,40.447987,0.657632
63,1.000000,0.000000,40.767822,-0.603626
64,1.000000,-0.100000,40.425026,-1.856510
65,1.000000,-0.200000,39.470787,-2.973886
66,1.000000,-0.300000,38.015419,-3.852936
67,1.000000,-0.400000,36.209393,-4.439127
68,1.000000,-0.500000,34.211788,-4.731674
69,1.000000,-0.600000,32.155994,-4.772479
70,1.000000,-0.700000,30.132977,-4.627340
71,1.000000,-0.800000,28.186193,-4.371819
72,1.000000,-0.900000,26.316980,-4.070384
73,1.000000,1.000000,24.523945,2.572434
74,-0.900000,1.000000,2.350274,-1.264807
75,-0.800000,1.000000,4.364845,-2.048826
76,-0.700000,1.000000,6.345058,-2.858532
77,-0.600000,1.000000,8.304130,-3.820399
78,-0.500000,1.000000,10.199494,-4.972627
79,-0.400000,1.000000,11.952160,-6.315670
80,-0.300000,1.000000,13.473322,-7.760423
81,-0.200000,1.000000,14.684322,-9.147808
82,-0.100000,1.000000,15.559377,-10.275303
83,0.000000,1.000000,16.154331,-10.924967
84,0.100000,1.000000,16.603151,-10.948834
85,0.200000,1.000000,17.064650,-10.337865
86,0.300000,1.000000,17.672119,-9.203104
87,0.400000,1.000000,18.471048,-7.740117
88,0.500000,1.000000,19.424896,-6.119825
89,0.600000,1.000000,20.462093,-4.444050
90,0.700000,1.000000,21.510303,-2.748025
91,0.800000,1.000000,22.530975,-1.019971
92,0.900000,1.000000,23.527248,0.758256
93,-1.000000,1.000000,0.000000,-0.000000
94,-1.000000,-0.900000,0.000000,0.000000
95,-1.000000,-0.800000,0.000000,0.000000
96,-1.000000,-0.700000,0.000000,0.000000
97,-1.000000,-0.600000,0.000000,-0.000000
98,-1.000000,-0.500000,0.000000,-0.000000
99,-1.000000,-0.400000,0.000000,-0.000000
100,-1.000000,-0.300000,0.000000,-0.000000
101,-1.000000,-0.200000,0.000000,-0.000000
102,-1.000000,-0.100000,0.000000,-0.000000
103,-1.000000,0.000000,0.000000,0.000000
104,-1.000000,0.100000,0.000000,0.000000
105,-1.000000,0.200000,0.000000,0.000000
106,-1.000000,0.300000,0.000000,0.000000
107,-1.000000,0.400000,0.000000,0.000000
108,-1.000000,0.500000,0.000000,0.000000
109,-1.000000,0.600000,0.000000,0.000000
110,-1.000000,0.700000,0.000000,-0.000000
111,-1.000000,0.800000,0.000000,-0.000000
112,-1.000000,0.900000,0.000000,-0.000000
113,0.040237,-0.585492,17.403913,9.717797
114,0.885642,0.586304,31.379118,1.498444
115,0.807770,0.561633,31.116377,0.328764
116,0.711501,0.567390,29.903084,-1.014394
117,0.572819,0.570392,27.992825,-2.886020
118,0.474895,0.573059,26.399309,-4.322840
119,0.358366,0.544621,24.935362,-6.005132
120,0.256181,0.580568,22.071836,-8.118002
