nodeLabel,x,y,U1,U2
1,0.421148,0.576219,24.479544,-22.875072
2,0.393648,0.567166,21.707462,-22.453356
3,0.351374,0.540612,17.270588,-21.095299
4,0.312242,0.509534,14.851226,-19.569103
5,0.238790,0.441763,10.488680,-16.864550
6,0.203615,0.406255,8.699707,-15.592264
7,0.135432,0.333162,6.038252,-13.002359
8,0.069546,0.257988,3.946687,-10.710395
9,-0.025762,0.142240,1.812659,-7.604919
10,-0.087182,0.063374,0.904199,-5.806669
11,-0.146966,-0.016787,0.334458,-4.214089
12,-0.205012,-0.098215,0.067396,-2.801056
13,-0.261120,-0.180989,0.081195,-1.536795
14,-0.314896,-0.265295,0.395057,-0.344676
15,-0.365550,-0.351509,1.110429,0.752232
16,-0.411184,-0.440464,2.485011,1.938827
17,-0.430468,-0.486583,3.675973,2.514856
18,-0.443984,-0.534642,5.669974,3.344526
19,-0.444147,-0.560315,7.935141,3.405488
20,-0.436939,-0.572658,9.727027,3.845708
21,-0.423131,-0.576351,11.899568,3.817295
22,-0.398412,-0.569414,14.585565,3.736511
23,-0.355628,-0.543686,18.758738,3.020916
24,-0.316239,-0.512907,21.406204,2.049883
25,-0.242494,-0.445401,26.486849,0.127906
26,-0.172718,-0.373778,30.476131,-2.034852
27,-0.072857,-0.261864,35.329334,-5.349901
28,-0.008768,-0.185102,37.916397,-7.575644
29,0.084147,-0.067351,40.963257,-10.885507
30,0.173276,0.053221,42.939766,-14.152092
31,0.258301,0.176719,43.577717,-17.294632
32,0.312191,0.260908,43.105095,-19.258097
33,0.363019,0.346976,41.668705,-21.119778
34,0.408987,0.435718,38.886932,-22.624592
35,0.428627,0.481668,36.891609,-23.295023
36,0.444544,0.558368,30.791203,-24.002434
37,0.436939,0.572658,27.474148,-23.716118
38,0.900000,-1.000000,26.846834,-21.549896
39,0.800000,-1.000000,25.838749,-19.679821
40,0.700000,-1.000000,24.745281,-17.906023
41,0.600000,-1.000000,23.518938,-16.182150
42,0.500000,-1.000000,22.134897,-14.446689
43,0.400000,-1.000000,20.587366,-12.628222
44,0.300000,-1.000000,18.911486,-10.661642
45,0.200000,-1.000000,17.159670,-8.506451
46,0.100000,-1.000000,15.402897,-6.153295
47,0.000000,-1.000000,13.735725,-3.640044
48,-0.100000,-1.000000,12.272721,-1.079625
49,-0.200000,-1.000000,11.105272,1.297885
50,-0.300000,-1.000000,10.259593,3.185384
51,-0.400000,-1.000000,9.686356,4.252016
52,-0.500000,-1.000000,8.897545,4.370890
53,-0.600000,-1.000000,7.785464,3.852322
54,-0.700000,-1.000000,6.258775,3.046614
55,-0.800000,-1.000000,4.438227,2.207032
56,-0.900000,-1.000000,2.438746,1.354346
57,1.000000,-1.000000,27.840677,-23.494816
58,-1.000000,-1.000000,0.000000,0.000000
59,1.000000,0.900000,30.737345,-14.430515
60,1.000000,0.800000,32.701290,-14.031710
61,1.000000,0.700000,34.874718,-13.599872
62,1.000000,0.600000,37.340034,-13.342788
63,1.000000,0.500000,39.968620,-13.484901
64,1.000000,0.400000,42.464127,-14.140698
65,1.000000,0.300000,44.509190,-15.262624
66,1.000000,0.200000,45.869057,-16.701956
67,1.000000,0.100000,46.467964,-18.266516
68,1.000000,0.000000,46.333435,-19.788465
69,1.000000,-0.100000,45.548672,-21.154699
70,1.000000,-0.200000,44.248928,-22.306704
71,1.000000,-0.300000,42.552734,-23.202204
72,1.000000,-0.400000,40.571358,-23.817650
73,1.000000,-0.500000,38.448349,-24.221462
74,1.000000,-0.600000,36.213055,-24.361391
75,1.000000,-0.700000,33.994629,-24.300770
76,1.000000,-0.800000,31.848473,-24.092421
77,1.000000,-0.900000,29.806627,-23.800173
78,1.000000,1.000000,28.796379,-14.755660
79,-0.900000,1.000000,2.274595,-1.136111
80,-0.800000,1.000000,4.293819,-1.755897
81,-0.700000,1.000000,6.357501,-2.376552
82,-0.600000,1.000000,8.486326,-3.126386
83,-0.500000,1.000000,10.682584,-4.087084
84,-0.400000,1.000000,12.943592,-5.306253
85,-0.300000,1.000000,15.243401,-6.828562
86,-0.200000,1.000000,17.540493,-8.687202
87,-0.100000,1.000000,19.768120,-10.894237
88,0.000000,1.000000,21.823332,-13.421113
89,0.100000,1.000000,23.565567,-16.162621
90,0.200000,1.000000,24.838415,-18.894371
91,0.300000,1.000000,25.532257,-21.226204
92,0.400000,1.000000,25.624456,-22.607685
93,0.500000,1.000000,25.630796,-22.855688
94,0.600000,1.000000,25.711136,-22.052053
95,0.700000,1.000000,26.191151,-20.543493
96,0.800000,1.000000,26.909666,-18.701750
97,0.900000,1.000000,27.805603,-16.726048
98,-1.000000,1.000000,0.000000,-0.000000
99,-1.000000,-0.900000,0.000000,0.000000
100,-1.000000,-0.800000,0.000000,0.000000
101,-1.000000,-0.700000,0.000000,-0.000000
102,-1.000000,-0.600000,0.000000,-0.000000
103,-1.000000,-0.500000,0.000000,-0.000000
104,-1.000000,-0.400000,0.000000,-0.000000
105,-1.000000,-0.300000,0.000000,-0.000000
106,-1.000000,-0.200000,0.000000,-0.000000
107,-1.000000,-0.100000,0.000000,-0.000000
108,-1.000000,0.000000,0.000000,0.000000
109,-1.000000,0.100000,0.000000,0.000000
110,-1.000000,0.200000,0.000000,0.000000
111,-1.000000,0.300000,0.000000,0.000000
112,-1.000000,0.400000,0.000000,0.000000
113,-1.000000,0.500000,0.000000,0.000000
114,-1.000000,0.600000,0.000000,0.000000
115,-1.000000,0.700000,0.000000,0.000000
116,-1.000000,0.800000,0.000000,-0.000000
117,-1.000000,0.900000,0.000000,-0.000000
118,0.905140,-0.570111,36.037563,-22.404623
119,0.272539,0.044399,42.837540,-16.375568
120,0.602755,0.471146,37.539749,-19.078993
121,0.691568,0.444194,39.081661,-18.202658
122,0.817581,0.495564,38.548241,-16.849346
123,0.909303,0.495422,39.354153,-15.466639
124,0.866524,0.587329,36.368114,-16.147758
125,0.771602,0.584714,35.329464,-17.559858
126,0.578963,0.599371,31.442923,-20.119131
127,0.508178,0.582396,30.159760,-21.085260
128,0.264524,0.566888,17.347553,-17.959879
129,0.165521,0.555899,14.590286,-14.769903
130,0.053790,0.578882,13.392558,-11.747844
131,-0.057648,0.564104,11.263022,-8.830460
132,-0.155144,0.569208,9.975259,-6.756935
133,-0.262556,0.587363,8.873601,-4.918668
134,-0.368329,0.555879,6.983823,-3.205197
135,-0.451849,0.587358,6.412938,-2.359830
136,-0.597826,0.608921,4.796115,-1.135221
137,-0.678356,0.580995,3.570229,-0.537570
138,-0.790114,0.585958,2.276706,-0.070255
139,-0.899450,0.597438,1.080618,0.101270
140,-0.903375,0.451400,0.759974,0.210494
141,-0.800821,0.463511,1.647303,0.146965
142,-0.701783,0.442314,2.388791,-0.115121
143,-0.608861,0.462905,3.354402,-0.622477
144,-0.498846,0.474840,4.495191,-1.458097
145,-0.387243,0.470242,5.506666,-2.590727
146,-0.261080,0.496074,7.251526,-4.451107
147,-0.172136,0.469207,7.679180,-5.826268
148,-0.078086,0.470047,8.705015,-7.735220
149,0.049237,0.488423,10.648665,-10.945588
150,0.150215,0.486701,11.711973,-13.852388
151,0.483450,0.361574,41.382175,-20.620363
152,0.570203,0.356792,41.461807,-19.557991
153,0.680660,0.373362,41.159401,-18.417585
154,0.752864,0.379560,41.349628,-17.778852
155,0.902888,0.347807,42.989914,-16.287682
156,0.382401,0.270039,42.979561,-20.108885
157,0.518833,0.236922,43.516933,-19.670914
158,0.594280,0.273549,43.166542,-19.286491
159,0.674594,0.268776,43.391018,-18.722616
160,0.756430,0.287472,43.360020,-18.083313
161,0.899881,0.247008,44.773808,-17.126806
162,0.356305,0.159860,43.596966,-18.659090
163,0.525531,0.154304,44.033722,-19.299894
164,0.589092,0.133049,44.304848,-19.161320
165,0.691126,0.193364,44.368374,-18.810740
166,0.758940,0.123383,45.107891,-18.760534
167,0.895596,0.142997,45.750835,-18.117395
168,0.180328,-0.011221,42.007580,-13.917686
169,0.256405,-0.058129,41.373634,-15.317372
170,0.359757,-0.063397,41.754028,-16.970446
171,0.426044,-0.084978,41.806709,-17.606306
172,0.580201,-0.026015,43.558777,-18.881380
173,0.675706,-0.025898,44.170757,-19.160299
174,0.812324,-0.054904,44.824646,-19.589174
175,0.904287,-0.054715,45.426044,-19.952507
176,0.903977,0.042710,45.958694,-19.054457
177,0.767424,0.054096,45.153488,-19.040442
178,0.684772,0.058091,44.700905,-19.077795
179,0.570875,0.046329,44.064510,-19.005325
180,0.462850,0.064972,43.630802,-18.725649
181,0.372013,0.029584,42.990211,-17.747412
182,0.173853,-0.179801,38.478989,-12.803475
183,0.263135,-0.142490,39.773060,-14.919948
184,0.365261,-0.159636,40.092064,-16.460472
185,0.480228,-0.157806,40.992310,-17.781317
186,0.561474,-0.141228,41.907223,-18.493673
187,0.683197,-0.154418,42.657471,-19.245983
188,0.899375,-0.153044,44.281403,-20.704668
189,0.085199,-0.259200,35.871998,-10.219217
190,0.195515,-0.265589,36.379284,-12.833502
191,0.283394,-0.256903,37.289757,-14.589599
192,0.462428,-0.257252,38.867710,-17.160370
193,0.572369,-0.278048,39.438778,-18.213905
194,0.810176,-0.248994,42.078041,-20.367247
195,0.902273,-0.250707,42.755878,-21.373634
196,-0.036407,-0.366021,31.505709,-6.454366
197,0.080616,-0.373022,32.216648,-9.609119
198,0.161328,-0.352572,33.619869,-11.605563
199,0.254216,-0.342131,34.822712,-13.557311
200,0.374835,-0.373744,35.257553,-15.399312
201,0.478418,-0.343378,37.083916,-16.958212
202,0.565643,-0.373731,37.270451,-17.872293
203,0.680067,-0.385816,38.135628,-19.131191
204,0.788846,-0.335911,40.207039,-20.342375
205,0.896938,-0.342986,40.955948,-21.756872
206,-0.136887,-0.471416,26.262815,-3.245770
207,-0.056944,-0.485493,26.706497,-5.462841
208,0.070178,-0.458131,29.307964,-8.891501
209,0.142817,-0.478167,29.612478,-10.443067
210,0.269035,-0.473526,31.372648,-13.029774
211,0.366494,-0.490600,32.135807,-14.619347
212,0.485682,-0.469297,34.106598,-16.515083
213,0.574553,-0.491550,34.561050,-17.619047
214,0.691001,-0.463400,36.467754,-19.176205
215,0.788769,-0.478399,37.067982,-20.475275
216,0.875737,-0.494856,37.490551,-21.822889
217,-0.463463,-0.470074,3.091424,1.848801
218,-0.586040,-0.477939,3.086380,0.180408
219,-0.661813,-0.482355,2.643171,-0.192218
220,-0.805765,-0.478906,1.464335,-0.470037
221,-0.856508,-0.499512,1.166362,-0.430482
222,-0.913080,-0.562281,0.870483,-0.272204
223,-0.786060,-0.577448,2.464926,-0.171645
224,-0.697336,-0.568371,3.557994,0.036288
225,-0.605409,-0.581281,5.294181,0.605133
226,-0.228612,-0.581015,19.708420,-0.228961
227,-0.143824,-0.611020,20.535328,-2.326162
228,-0.054918,-0.586193,23.147112,-4.871120
229,0.058801,-0.560858,25.859404,-7.943083
230,0.154292,-0.569434,27.072166,-10.076771
231,0.275317,-0.574373,28.694319,-12.514275
232,0.367240,-0.575700,29.915327,-14.156456
233,0.464974,-0.565980,31.428501,-15.780334
234,0.616889,-0.556712,33.453545,-17.997593
235,0.674315,-0.578023,33.571350,-18.749659
236,0.769360,-0.586791,34.358089,-20.137642
237,-0.469518,-0.360940,1.151166,0.770695
238,-0.706392,-0.365122,1.040849,-0.390116
239,-0.769355,-0.386441,0.995218,-0.483826
240,-0.880441,-0.379638,0.530657,-0.427364
241,-0.388148,-0.289781,0.547112,0.280472
242,-0.487427,-0.261237,0.366806,0.200381
243,-0.588561,-0.286988,0.507179,-0.000149
244,-0.669720,-0.276106,0.457249,-0.233993
245,-0.764399,-0.257871,0.359601,-0.344448
246,-0.910821,-0.241877,0.174299,-0.232860
247,-0.368249,-0.150088,0.112122,-0.710564
248,-0.477867,-0.156193,0.095332,-0.207768
249,-0.594703,-0.163295,0.117724,-0.106934
250,-0.698465,-0.146177,0.140439,-0.146922
251,-0.786872,-0.131149,0.145992,-0.139590
252,-0.911868,-0.143728,0.107424,-0.107370
253,-0.275676,-0.043397,0.307769,-2.133646
254,-0.384561,-0.048636,0.288042,-1.047098
255,-0.484155,-0.051319,0.240896,-0.467054
256,-0.586047,-0.055979,0.196809,-0.178726
257,-0.686138,-0.047297,0.197825,-0.056683
258,-0.779977,-0.049829,0.177216,-0.016990
259,-0.909267,-0.045989,0.112889,0.007719
260,-0.155627,0.051832,0.872909,-4.390590
261,-0.265387,0.066109,1.015129,-2.717067
262,-0.376547,0.060347,0.868964,-1.467361
263,-0.483773,0.075949,0.834417,-0.712282
264,-0.582958,0.039035,0.507093,-0.236712
265,-0.664581,0.012216,0.344513,-0.049118
266,-0.808006,0.044187,0.294466,0.112219
267,-0.902357,0.052567,0.180958,0.109051
268,-0.135438,0.162221,2.161604,-5.223825
269,-0.287321,0.143314,1.735132,-2.697289
270,-0.386830,0.170435,1.785330,-1.660216
271,-0.480099,0.167725,1.498278,-0.893395
272,-0.598471,0.143974,1.019831,-0.237287
273,-0.679408,0.149895,0.849736,0.018361
274,-0.761108,0.170991,0.714133,0.176749
275,-0.895169,0.153933,0.309658,0.192784
276,-0.042649,0.274036,4.279993,-7.650754
277,-0.254617,0.254372,3.251576,-3.521273
278,-0.358147,0.257532,2.853734,-2.197073
279,-0.491771,0.254502,2.220028,-0.965628
280,-0.580878,0.247840,1.765140,-0.397847
281,-0.699471,0.271401,1.382713,0.055385
282,-0.800377,0.259601,0.883422,0.245488
283,-0.900402,0.256040,0.442457,0.229470
284,0.021068,0.387288,7.352826,-9.686584
285,-0.023613,0.357691,6.312746,-8.435866
286,-0.150686,0.375535,5.939627,-5.755955
287,-0.261531,0.365124,4.971401,-3.832924
288,-0.372270,0.359868,4.116712,-2.360837
289,-0.496644,0.355099,3.193748,-1.142690
290,-0.586359,0.378019,2.788442,-0.566064
291,-0.669825,0.366673,2.119949,-0.128895
292,-0.803784,0.358761,1.214478,0.231686
293,-0.901445,0.354488,0.599402,0.238978
294,0.898805,-0.897836,28.830999,-21.825024
295,0.797200,-0.895053,27.818832,-19.955297
296,0.696668,-0.892597,26.732210,-18.217873
297,0.586474,-0.884684,25.530958,-16.402145
298,0.490427,-0.910506,23.707174,-14.670512
299,0.350894,-0.904499,21.751125,-12.148752
300,0.252873,-0.903694,20.209299,-10.162327
301,0.154173,-0.903446,18.592007,-7.952377
302,0.055958,-0.903830,16.954105,-5.548856
303,-0.041346,-0.903163,15.385572,-3.034729
304,-0.141872,-0.893343,14.024344,-0.488538
305,-0.242028,-0.902137,12.425678,1.854878
306,-0.393694,-0.892647,10.514284,3.924386
