nodeLabel,x,y,U1,U2
1,-0.359204,0.275195,2.508614,-3.578761
2,-0.406818,0.188146,1.142533,-2.150484
3,-0.438141,0.043024,0.317480,-0.317048
4,-0.420786,-0.104492,0.554972,1.326604
5,-0.358419,-0.239339,1.993782,3.374231
6,-0.257766,-0.348620,4.981258,5.857062
7,-0.128163,-0.421181,9.842610,8.351213
8,0.017884,-0.447861,15.850800,9.901358
9,0.116534,-0.437241,20.384644,10.090555
10,0.252795,-0.378570,27.233782,8.996256
11,0.359204,-0.275195,33.217907,6.617013
12,0.406818,-0.188146,36.314041,4.727348
13,0.438141,-0.043024,38.646118,1.468378
14,0.420786,0.104492,37.867294,-1.729392
15,0.358419,0.239339,34.260574,-4.830359
16,0.257766,0.348620,28.825270,-7.344383
17,0.128163,0.421181,22.275648,-9.033136
18,-0.017884,0.447861,15.615072,-9.121840
19,-0.116534,0.437241,11.386691,-8.300164
20,-0.252795,0.378570,6.064300,-6.109745
21,0.900000,-1.000000,22.421265,-0.167833
22,0.800000,-1.000000,21.439728,1.758694
23,0.700000,-1.000000,20.471684,3.647163
24,0.600000,-1.000000,19.529617,5.484234
25,0.500000,-1.000000,18.645639,7.252847
26,0.400000,-1.000000,17.873209,8.886554
27,0.300000,-1.000000,17.251120,10.269420
28,0.200000,-1.000000,16.772192,11.263446
29,0.100000,-1.000000,16.376837,11.729610
30,0.000000,-1.000000,15.956160,11.604035
31,-0.100000,-1.000000,15.384809,10.927167
32,-0.200000,-1.000000,14.554645,9.811678
33,-0.300000,-1.000000,13.415515,8.430921
34,-0.400000,-1.000000,11.983247,6.966150
35,-0.500000,-1.000000,10.311440,5.560965
36,-0.600000,-1.000000,8.471247,4.303209
37,-0.700000,-1.000000,6.528971,3.223073
38,-0.800000,-1.000000,4.528292,2.288540
39,-0.900000,-1.000000,2.462333,1.381450
40,1.000000,-1.000000,23.417513,-2.108482
41,-1.000000,-1.000000,0.000000,0.000000
42,1.000000,0.900000,25.296747,4.017136
43,1.000000,0.800000,27.276726,4.330763
44,1.000000,0.700000,29.326899,4.625274
45,1.000000,0.600000,31.463306,4.841664
46,1.000000,0.500000,33.669659,4.904691
47,1.000000,0.400000,35.878483,4.719192
48,1.000000,0.300000,37.934982,4.204572
49,1.000000,0.200000,39.628212,3.334357
50,1.000000,0.100000,40.761497,2.159244
51,1.000000,0.000000,41.177841,0.802038
52,1.000000,-0.100000,40.797638,-0.562466
53,1.000000,-0.200000,39.681057,-1.758745
54,1.000000,-0.300000,37.984222,-2.650944
55,1.000000,-0.400000,35.919582,-3.176970
56,1.000000,-0.500000,33.699268,-3.359007
57,1.000000,-0.600000,31.481390,-3.278877
58,1.000000,-0.700000,29.349943,-3.038326
