nodeLabel,x,y,U1,U2
1,-0.449018,0.563013,5.956666,-5.282872
2,-0.463566,0.514063,3.713861,-4.268878
3,-0.466427,0.462946,2.246507,-3.159215
4,-0.440044,0.311851,0.254564,-0.921973
5,-0.424506,0.263005,-0.091274,-0.278209
6,-0.387058,0.167592,-0.479643,0.893336
7,-0.342975,0.075045,-0.633639,2.147824
8,-0.318878,0.029801,-0.617382,2.834959
9,-0.267081,-0.058665,-0.403063,4.392867
10,-0.210887,-0.144407,0.125592,6.251886
11,-0.150550,-0.227286,1.072793,8.461642
12,-0.086115,-0.307020,2.539100,11.048972
13,-0.017420,-0.383110,4.641485,14.070549
14,0.018640,-0.419542,6.018764,15.720223
15,0.094602,-0.488360,9.470683,19.232019
16,0.134760,-0.520214,11.442553,21.154255
17,0.266548,-0.598708,20.378174,26.650696
18,0.315265,-0.614461,23.826883,28.158220
19,0.366153,-0.618846,28.781549,29.425665
20,0.414440,-0.603321,34.322262,29.605757
21,0.446618,-0.567650,39.615726,29.300871
22,0.462230,-0.521893,43.780609,28.382788
23,0.463741,-0.425176,50.108120,26.817932
24,0.445093,-0.329989,54.096413,24.656734
25,0.397633,-0.192426,56.965473,20.965202
26,0.357545,-0.104023,57.213264,18.273523
27,0.288140,0.023956,55.686234,14.080457
28,0.209464,0.146464,52.438110,9.816360
29,0.117277,0.269515,47.549541,5.346838
30,0.050643,0.347418,43.587143,2.406650
31,-0.057798,0.456377,36.722343,-1.885241
32,-0.136760,0.521715,31.328266,-4.548140
33,-0.222628,0.577577,24.887262,-6.701898
34,-0.317709,0.614993,17.713707,-7.769495
35,-0.368644,0.618629,13.492276,-7.426351
36,-0.416516,0.601927,9.519101,-6.679696
37,0.900000,-1.000000,29.895578,16.429138
38,0.800000,-1.000000,28.985977,19.912788
39,0.700000,-1.000000,28.218033,23.264549
40,0.600000,-1.000000,27.731731,26.308073
41,0.500000,-1.000000,27.690445,28.652016
42,0.400000,-1.000000,28.095520,29.693733
43,0.300000,-1.000000,28.575260,28.949158
44,0.200000,-1.000000,28.569300,26.552256
45,0.100000,-1.000000,27.738918,23.097013
46,0.000000,-1.000000,26.089703,19.264185
47,-0.100000,-1.000000,23.860802,15.586152
48,-0.200000,-1.000000,21.284876,12.304213
49,-0.300000,-1.000000,18.542458,9.515773
50,-0.400000,-1.000000,15.767004,7.227044
51,-0.500000,-1.000000,12.962304,5.397822
52,-0.600000,-1.000000,10.285499,3.990391
53,-0.700000,-1.000000,7.687990,2.910141
54,-0.800000,-1.000000,5.172616,2.072432
55,-0.900000,-1.000000,2.715715,1.312479
56,1.000000,-1.000000,30.877560,12.921333
57,-1.000000,-1.000000,0.000000,0.000000
58,1.000000,0.900000,33.333282,28.849344
59,1.000000,0.800000,36.554813,29.136890
60,1.000000,0.700000,39.905418,29.312424
61,1.000000,0.600000,43.343632,29.287830
62,1.000000,0.500000,46.781586,28.993601
63,1.000000,0.400000,50.104767,28.380680
64,1.000000,0.300000,53.179871,27.412426
65,1.000000,0.200000,55.834503,26.056829
66,1.000000,0.100000,57.894577,24.320827
67,1.000000,0.000000,59.171326,22.258011
68,1.000000,-0.100000,59.461372,19.967728
69,1.000000,-0.200000,58.656071,17.607244
70,1.000000,-0.300000,56.694111,15.394613
71,1.000000,-0.400000,53.664280,13.610644
72,1.000000,-0.500000,49.931526,12.366125
73,1.000000,-0.600000,45.776878,11.870173
74,1.000000,-0.700000,41.712826,11.912414
75,1.000000,-0.800000,37.923866,12.241769
76,1.000000,-0.900000,34.372166,12.608427
77,1.000000,1.000000,30.208458,28.542589
78,-0.900000,1.000000,3.080456,-1.570678
79,-0.800000,1.000000,5.800561,-2.683033
80,-0.700000,1.000000,8.422401,-4.036873
81,-0.600000,1.000000,10.761086,-5.695592
82,-0.500000,1.000000,12.574126,-7.436562
83,-0.400000,1.000000,13.705615,-8.724702
84,-0.300000,1.000000,14.282807,-8.951022
85,-0.200000,1.000000,14.685744,-7.823191
86,-0.100000,1.000000,15.295364,-5.504124
87,0.000000,1.000000,16.285172,-2.444284
88,0.100000,1.000000,17.648270,0.945339
89,0.200000,1.000000,19.254091,4.381746
90,0.300000,1.000000,20.977213,7.708117
91,0.400000,1.000000,22.692335,10.856434
92,0.500000,1.000000,24.326612,13.853532
93,0.600000,1.000000,25.796883,16.716814
94,0.700000,1.000000,27.081764,19.551502
95,0.800000,1.000000,28.201828,22.441032
96,0.900000,1.000000,29.216030,25.445030
97,-1.000000,1.000000,0.000000,-0.000000
98,-1.000000,-0.900000,0.000000,0.000000
99,-1.000000,-0.800000,0.000000,0.000000
100,-1.000000,-0.700000,0.000000,-0.000000
101,-1.000000,-0.600000,0.000000,-0.000000
102,-1.000000,-0.500000,0.000000,-0.000000
103,-1.000000,-0.400000,0.000000,-0.000000
104,-1.000000,-0.300000,0.000000,-0.000000
105,-1.000000,-0.200000,0.000000,-0.000000
106,-1.000000,-0.100000,0.000000,-0.000000
107,-1.000000,0.000000,-0.000000,-0.000000
108,-1.000000,0.100000,-0.000000,0.000000
109,-1.000000,0.200000,-0.000000,0.000000
110,-1.000000,0.300000,0.000000,0.000000
111,-1.000000,0.400000,0.000000,0.000000
112,-1.000000,0.500000,0.000000,0.000000
113,-1.000000,0.600000,0.000000,0.000000
114,-1.000000,0.700000,0.000000,0.000000
115,-1.000000,0.800000,0.000000,-0.000000
116,-1.000000,0.900000,0.000000,-0.000000
117,0.352050,-0.669098,27.700600,29.852652
118,0.914028,-0.699945,40.859669,15.083135
119,0.905349,0.694912,39.191746,26.272598
120,0.814167,0.680665,38.791710,23.644697
121,0.668013,0.676117,37.328182,19.783325
122,0.544482,0.679519,35.622475,16.570560
123,0.460859,0.691484,34.001247,14.250617
124,0.371564,0.687422,32.787674,11.724905
125,0.271947,0.683072,31.302895,8.692369
