nodeLabel,x,y,U1,U2
1,0.283477,0.656032,54.842991,-60.006397
2,0.139776,0.695842,38.869846,-62.182137
3,0.040577,0.703987,29.061111,-58.606739
4,-0.107801,0.688890,16.532558,-47.196556
5,-0.249633,0.642701,7.318176,-32.971943
6,-0.378987,0.568390,1.368224,-20.291544
7,-0.490871,0.469700,-1.319480,-11.142991
8,-0.581111,0.350890,-1.729932,-5.424814
9,-0.646221,0.216655,-1.093326,-2.355698
10,-0.683345,0.072164,-0.430792,-0.731964
11,-0.691449,-0.027052,-0.330680,0.019154
12,-0.677589,-0.175564,-0.608956,1.272106
13,-0.632244,-0.317641,-1.275752,3.389318
14,-0.556597,-0.446147,-1.447357,7.878411
15,-0.453771,-0.554125,0.530186,15.671975
16,-0.372574,-0.611679,3.542264,23.050282
17,-0.236636,-0.672942,10.818110,36.407108
18,-0.090328,-0.701761,21.855497,49.349285
19,0.058748,-0.697494,35.323658,56.771782
20,0.203470,-0.661388,51.032463,55.963726
21,0.294403,-0.620883,62.305618,51.174976
22,0.418445,-0.538001,79.866463,41.012314
23,0.523541,-0.432109,98.543709,29.741055
24,0.605760,-0.307614,117.188576,18.676670
25,0.661828,-0.169360,132.743576,8.014113
26,0.689105,-0.022696,140.986191,-2.466331
27,0.685716,0.126429,137.815460,-12.811486
28,0.650821,0.271434,124.355034,-22.927853
29,0.610283,0.362338,112.072968,-29.834040
30,0.525128,0.484745,92.304832,-40.860977
31,0.414288,0.584476,73.058853,-51.665897
32,0.900000,-1.000000,30.805635,-13.016044
33,0.800000,-1.000000,29.943090,-0.784364
34,0.700000,-1.000000,29.283813,11.303823
35,0.600000,-1.000000,28.934139,23.025660
36,0.500000,-1.000000,29.012018,34.113358
37,0.400000,-1.000000,29.715441,44.060902
38,0.300000,-1.000000,31.201534,52.107197
39,0.200000,-1.000000,33.313988,57.383305
40,0.100000,-1.000000,35.600639,59.139843
41,0.000000,-1.000000,37.507408,56.967239
42,-0.100000,-1.000000,38.397198,51.278744
43,-0.200000,-1.000000,37.602409,43.124001
44,-0.300000,-1.000000,35.071114,33.989994
45,-0.400000,-1.000000,31.077375,25.246418
46,-0.500000,-1.000000,26.176144,17.775921
47,-0.600000,-1.000000,20.887661,11.884860
48,-0.700000,-1.000000,15.558720,7.572354
49,-0.800000,-1.000000,10.350227,4.559598
50,-0.900000,-1.000000,5.306173,2.456327
51,1.000000,-1.000000,31.787485,-25.238522
52,-1.000000,-1.000000,0.000000,0.000000
53,1.000000,0.900000,44.518940,15.251405
54,1.000000,0.800000,56.866390,15.716680
55,1.000000,0.700000,69.529907,16.301781
56,1.000000,0.600000,82.730614,16.717398
57,1.000000,0.500000,96.399101,16.504692
58,1.000000,0.400000,110.073456,15.130421
59,1.000000,0.300000,122.767754,12.172841
