nodeLabel,x,y,U1,U2
1,-0.111707,0.246152,7.403251,-2.886315
2,-0.177099,0.169697,4.854073,-1.975142
3,-0.210511,0.074445,3.543704,-0.878321
4,-0.214555,-0.026523,3.350416,0.296640
5,-0.190585,-0.124674,4.109799,1.510853
6,-0.137918,-0.210721,6.084734,2.566884
7,-0.056310,-0.269318,9.237385,3.319291
8,-0.007185,-0.281078,11.211271,3.557572
9,0.090413,-0.259862,15.488443,3.471799
10,0.163825,-0.191276,18.511419,2.515703
11,0.205011,-0.099180,20.472019,1.424246
12,0.216185,0.001236,21.046228,0.054372
13,0.199214,0.100850,20.380739,-1.241082
14,0.153853,0.191025,18.524210,-2.396394
15,0.079188,0.258454,15.416029,-3.242124
16,-0.018134,0.281382,11.352030,-3.353372
17,0.900000,-1.000000,20.096186,1.820595
18,0.800000,-1.000000,19.099516,2.313362
19,0.700000,-1.000000,18.099379,2.792091
20,0.600000,-1.000000,17.095871,3.260798
21,0.500000,-1.000000,16.099255,3.720841
22,0.400000,-1.000000,15.127746,4.163540
23,0.300000,-1.000000,14.201281,4.562790
24,0.200000,-1.000000,13.330153,4.877134
25,0.100000,-1.000000,12.507194,5.060392
26,0.000000,-1.000000,11.702958,5.076999
27,-0.100000,-1.000000,10.874797,4.917896
28,-0.200000,-1.000000,9.984295,4.604301
29,-0.300000,-1.000000,9.007502,4.180415
30,-0.400000,-1.000000,7.938527,3.696987
31,-0.500000,-1.000000,6.799354,3.202720
32,-0.600000,-1.000000,5.598845,2.702114
33,-0.700000,-1.000000,4.358035,2.204352
34,-0.800000,-1.000000,3.082703,1.678227
35,-0.900000,-1.000000,1.730027,1.048720
36,1.000000,-1.000000,21.094799,1.320129
37,-1.000000,-1.000000,0.000000,0.000000
38,1.000000,0.900000,21.579422,-0.721160
39,1.000000,0.800000,22.098675,-0.418336
40,1.000000,0.700000,22.641983,-0.125555
41,1.000000,0.600000,23.210810,0.138311
42,1.000000,0.500000,23.798092,0.351827
43,1.000000,0.400000,24.383177,0.489133
44,1.000000,0.300000,24.923073,0.529566
45,1.000000,0.200000,25.365231,0.469294
46,1.000000,0.100000,25.656132,0.324857
47,1.000000,0.000000,25.755884,0.132449
48,1.000000,-0.100000,25.650181,-0.059184
49,1.000000,-0.200000,25.354383,-0.200801
50,1.000000,-0.300000,24.907990,-0.255732
51,1.000000,-0.400000,24.365538,-0.204735
52,1.000000,-0.500000,23.792513,-0.068224
53,1.000000,-0.600000,23.205925,0.150966
54,1.000000,-0.700000,22.643204,0.419980
55,1.000000,-0.800000,22.108170,0.715208
56,1.000000,-0.900000,21.596704,1.018700
57,1.000000,1.000000,21.070862,-1.022632
58,-0.900000,1.000000,1.725750,-1.048337
59,-0.800000,1.000000,3.073849,-1.677158
60,-0.700000,1.000000,4.342988,-2.202192
61,-0.600000,1.000000,5.574326,-2.697075
