nodeLabel,x,y,U1,U2
1,-0.557856,0.190338,0.108533,-1.336064
2,-0.571882,0.091036,-0.243840,-0.323240
3,-0.569215,0.040846,-0.287631,0.135404
4,-0.546543,-0.056938,-0.283656,1.063566
5,-0.504239,-0.148023,-0.032272,2.242717
6,-0.476998,-0.190281,0.233769,2.992081
7,-0.412536,-0.267356,1.173022,4.700503
8,-0.337156,-0.333820,2.707225,6.788733
9,-0.253199,-0.389071,4.926011,9.158865
10,-0.208613,-0.412319,6.377121,10.329104
11,-0.115296,-0.449659,9.460027,12.701152
12,-0.017812,-0.474123,13.280413,14.787251
13,0.082128,-0.484686,17.642796,16.278015
14,0.182498,-0.480030,22.440908,17.050585
15,0.232048,-0.471510,25.057789,16.923014
16,0.327750,-0.441058,30.155331,16.221401
17,0.415105,-0.391614,35.431519,14.761457
18,0.453875,-0.359629,38.041550,13.791016
19,0.517527,-0.282130,43.035339,11.726867
20,0.540888,-0.237638,45.192371,10.406816
21,0.568180,-0.141156,48.586914,7.734766
22,0.569215,-0.040846,49.889446,5.108390
23,0.546543,0.056938,49.206673,2.280439
24,0.504239,0.148023,46.884724,-0.506819
25,0.446300,0.230100,43.427547,-3.138216
26,0.376052,0.301955,39.365646,-5.616455
27,0.296123,0.362881,34.888920,-7.835777
28,0.208613,0.412319,30.394535,-9.688088
29,0.066972,0.463558,23.375055,-11.371869
30,-0.031966,0.481218,18.808577,-11.599899
31,-0.132406,0.484353,14.148399,-10.995937
32,-0.232048,0.471510,10.068530,-9.583282
33,-0.327750,0.441058,6.505882,-7.672690
34,-0.415105,0.391614,3.602297,-5.555817
35,-0.488287,0.323001,1.624486,-3.540994
36,-0.540888,0.237638,0.422896,-1.990797
37,0.900000,-1.000000,22.864206,3.695364
38,0.800000,-1.000000,21.932520,6.622239
39,0.700000,-1.000000,21.119505,9.502175
40,0.600000,-1.000000,20.472147,12.225151
41,0.500000,-1.000000,20.012274,14.680372
42,0.400000,-1.000000,19.753540,16.693775
43,0.300000,-1.000000,19.674007,18.075123
44,0.200000,-1.000000,19.676704,18.665234
45,0.100000,-1.000000,19.613855,18.429193
46,0.000000,-1.000000,19.325176,17.407263
47,-0.100000,-1.000000,18.684118,15.747620
48,-0.200000,-1.000000,17.647264,13.698443
49,-0.300000,-1.000000,16.214777,11.477203
50,-0.400000,-1.000000,14.432410,9.278847
51,-0.500000,-1.000000,12.384851,7.256754
52,-0.600000,-1.000000,10.154184,5.498867
53,-0.700000,-1.000000,7.795367,4.010330
54,-0.800000,-1.000000,5.403833,2.772150
55,-0.900000,-1.000000,2.927391,1.631399
56,1.000000,-1.000000,23.858643,0.797920
57,-1.000000,-1.000000,0.000000,0.000000
58,1.000000,0.900000,26.237638,9.978848
59,1.000000,0.800000,29.257225,10.307306
60,1.000000,0.700000,32.353592,10.644608
61,1.000000,0.600000,35.578400,10.929932
62,1.000000,0.500000,38.944321,11.044860
63,1.000000,0.400000,42.360348,10.850977
64,1.000000,0.300000,45.639736,10.209680
65,1.000000,0.200000,48.487755,9.034801
66,1.000000,0.100000,50.547119,7.338760
67,1.000000,0.000000,51.454113,5.252705
68,1.000000,-0.100000,50.949165,3.061577
69,1.000000,-0.200000,49.094040,1.131294
70,1.000000,-0.300000,46.198982,-0.237450
71,1.000000,-0.400000,42.724247,-0.926078
72,1.000000,-0.500000,39.132442,-1.042380
73,1.000000,-0.600000,35.699387,-0.774912
74,1.000000,-0.700000,32.527740,-0.325384
75,1.000000,-0.800000,29.583769,0.118614
76,1.000000,-0.900000,26.726452,0.489462
77,1.000000,1.000000,23.236544,9.674263
78,-0.900000,1.000000,2.966589,-1.709118
79,-0.800000,1.000000,5.418510,-2.938925
80,-0.700000,1.000000,7.737491,-4.268572
81,-0.600000,1.000000,9.913833,-5.802688
82,-0.500000,1.000000,11.872582,-7.524326
83,-0.400000,1.000000,13.519766,-9.342288
84,-0.300000,1.000000,14.795597,-11.072210
85,-0.200000,1.000000,15.676578,-12.492859
86,-0.100000,1.000000,16.213961,-13.380825
87,0.000000,1.000000,16.521502,-13.581990
88,0.100000,1.000000,16.733780,-13.027482
89,0.200000,1.000000,16.982901,-11.753588
90,0.300000,1.000000,17.360657,-9.886298
91,0.400000,1.000000,17.902840,-7.576545
92,0.500000,1.000000,18.606926,-4.968575
93,0.600000,1.000000,19.433764,-2.192155
94,0.700000,1.000000,20.320286,0.705973
95,0.800000,1.000000,21.266741,3.664236
96,0.900000,1.000000,22.240347,6.666061
97,-1.000000,1.000000,0.000000,-0.000000
98,-1.000000,-0.900000,0.000000,0.000000
99,-1.000000,-0.800000,0.000000,0.000000
100,-1.000000,-0.700000,0.000000,0.000000
101,-1.000000,-0.600000,0.000000,-0.000000
102,-1.000000,-0.500000,0.000000,-0.000000
103,-1.000000,-0.400000,0.000000,-0.000000
104,-1.000000,-0.300000,0.000000,-0.000000
105,-1.000000,-0.200000,0.000000,-0.000000
106,-1.000000,-0.100000,-0.000000,-0.000000
107,-1.000000,0.000000,-0.000000,0.000000
108,-1.000000,0.100000,-0.000000,0.000000
109,-1.000000,0.200000,0.000000,0.000000
110,-1.000000,0.300000,0.000000,0.000000
111,-1.000000,0.400000,0.000000,0.000000
112,-1.000000,0.500000,0.000000,0.000000
113,-1.000000,0.600000,0.000000,0.000000
114,-1.000000,0.700000,0.000000,-0.000000
115,-1.000000,0.800000,0.000000,-0.000000
116,-1.000000,0.900000,0.000000,-0.000000
117,0.153992,-0.602893,20.493626,17.819477
