nodeLabel,x,y,U1,U2
1,-0.358579,0.280036,4.262141,-1.792075
2,-0.353833,0.232475,3.155718,-1.048320
3,-0.316576,0.144226,2.242144,-0.115252
4,-0.264158,0.063808,2.148228,0.856140
5,-0.203723,-0.010816,2.582491,1.857369
6,-0.102836,-0.113594,3.964167,3.521414
7,-0.029856,-0.176184,5.422769,4.674882
8,0.087847,-0.259406,8.476890,6.335169
9,0.172596,-0.304709,11.103440,7.405167
10,0.263954,-0.333804,14.712502,8.230565
11,0.311774,-0.333528,17.485294,8.790011
12,0.345373,-0.314434,20.035055,8.476460
13,0.358722,-0.278450,21.848595,8.014864
14,0.353542,-0.231329,23.425676,7.542860
15,0.337704,-0.186474,24.151859,6.905195
16,0.316398,-0.143908,24.648369,6.292880
17,0.264428,-0.064173,24.741114,5.056823
18,0.235289,-0.026516,24.546955,4.347881
19,0.172467,0.045033,23.646076,3.116976
20,0.104677,0.111901,22.290922,1.930308
21,0.031891,0.174555,20.559076,0.820074
22,-0.045219,0.231794,18.405405,-0.246556
23,-0.085490,0.257958,17.140406,-0.744409
24,-0.169978,0.303528,14.266007,-1.592496
25,-0.214564,0.321329,12.690292,-1.910601
26,-0.261012,0.333340,10.603883,-2.219185
27,-0.308802,0.334126,8.265586,-2.137203
28,-0.343726,0.316316,6.313706,-1.990030
29,0.900000,-1.000000,21.204666,7.374118
30,0.800000,-1.000000,20.235815,7.967563
31,0.700000,-1.000000,19.319647,8.548131
32,0.600000,-1.000000,18.475698,9.065127
33,0.500000,-1.000000,17.710817,9.469914
34,0.400000,-1.000000,17.019426,9.689449
35,0.300000,-1.000000,16.375750,9.660323
36,0.200000,-1.000000,15.721282,9.350005
37,0.100000,-1.000000,14.989206,8.774536
38,0.000000,-1.000000,14.128573,7.993778
39,-0.100000,-1.000000,13.115205,7.087862
40,-0.200000,-1.000000,11.952567,6.137255
41,-0.300000,-1.000000,10.664598,5.210442
42,-0.400000,-1.000000,9.284843,4.352827
43,-0.500000,-1.000000,7.840083,3.592697
44,-0.600000,-1.000000,6.379476,2.917823
45,-0.700000,-1.000000,4.901554,2.310642
46,-0.800000,-1.000000,3.411191,1.730039
47,-0.900000,-1.000000,1.875916,1.082599
48,1.000000,-1.000000,22.202120,6.795005
49,-1.000000,-1.000000,0.000000,0.000000
50,1.000000,0.900000,22.128750,6.136663
51,1.000000,0.800000,22.994677,6.433116
52,1.000000,0.700000,23.899897,6.696298
53,1.000000,0.600000,24.836191,6.895768
54,1.000000,0.500000,25.770460,7.001778
55,1.000000,0.400000,26.666723,6.998233
56,1.000000,0.300000,27.472210,6.868835
57,1.000000,0.200000,28.114830,6.603246
58,1.000000,0.100000,28.524303,6.220817
59,1.000000,0.000000,28.636992,5.771307
60,1.000000,-0.100000,28.414095,5.331168
61,1.000000,-0.200000,27.882431,4.985028
62,1.000000,-0.300000,27.113087,4.812207
63,1.000000,-0.400000,26.227797,4.850008
64,1.000000,-0.500000,25.353020,5.069624
65,1.000000,-0.600000,24.570581,5.410468
66,1.000000,-0.700000,23.901119,5.795236
67,1.000000,-0.800000,23.318735,6.164919
68,1.000000,-0.900000,22.767630,6.492650
69,1.000000,1.000000,21.291134,5.834591
70,-0.900000,1.000000,1.782602,-1.143458
71,-0.800000,1.000000,3.144465,-1.844770
72,-0.700000,1.000000,4.379496,-2.411392
73,-0.600000,1.000000,5.514023,-2.895617
74,-0.500000,1.000000,6.540857,-3.291629
75,-0.400000,1.000000,7.456976,-3.550485
76,-0.300000,1.000000,8.275964,-3.606992
77,-0.200000,1.000000,9.045696,-3.413372
78,-0.100000,1.000000,9.825563,-2.971697
79,0.000000,1.000000,10.669747,-2.319527
80,0.100000,1.000000,11.610537,-1.520058
81,0.200000,1.000000,12.645742,-0.649163
82,0.300000,1.000000,13.753051,0.232787
83,0.400000,1.000000,14.897915,1.086292
84,0.500000,1.000000,16.047745,1.899611
85,0.600000,1.000000,17.171295,2.674173
86,0.700000,1.000000,18.253422,3.433048
87,0.800000,1.000000,19.290112,4.202266
88,0.900000,1.000000,20.293247,5.004678
89,-1.000000,1.000000,0.000000,-0.000000
90,-1.000000,-0.900000,0.000000,0.000000
91,-1.000000,-0.800000,0.000000,0.000000
92,-1.000000,-0.700000,0.000000,0.000000
93,-1.000000,-0.600000,0.000000,0.000000
94,-1.000000,-0.500000,0.000000,-0.000000
95,-1.000000,-0.400000,0.000000,-0.000000
